id,score
9c7fa510616a683058ce97d0bc768a621cd85ab1e87da2a3,0.0002543070973627561
da8691b210adb3f67820f5e0c87b337d63112cee52211888,0.0003182487141869206
9c7fa510616a68309e4badf2a7a3123c0462fb85bf28ef17,0.000247815002128499
f000950527a6feb6ed308bc4c7ae11276eab86480f8e03db,0.008924432074825451
f000950527a6feb617e8d6ca7025dcf9d765429969122069,0.002517401212742193
755db3b5c5f74eb48564a8be9d4a9d7038ed96bc2eea645c,0.00031416736829553314
f1c1045b13d183299c7eb7b7cc50500bb79b0df58af030c7,0.00025071715818554986
f000950527a6feb6253f50f16bd8640f3bc1fa52d1fdbe29,0.6923735312106173
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,0.002325738358513199
755db3b5c5f74eb46a9abdca3e43a99d07c4aacee3d2cb0d,0.00025413328045983084
755db3b5c5f74eb4ae35ba75629b0e38f837653d747278ba,0.0003017607048371849
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,0.011830898653588103
8f19388cfd6e2b9c65930586f2bb6d24dd3b5b0b0da41d69,0.0003560911118116056
f000950527a6feb6d340f91da09e61347d8200cd2f0d1602,0.0011754714505033178
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,0.0002742752232584232
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,0.015261241429647273
d8071a739aa75a3b3dd2fc71ae50436afcaec1dd528cfa4f,0.001044215300406992
47645761dc56bb8c8116c9bd0e55c3df666ebcd3c5e63e8a,0.0021625663297907593
ed38190adf12fceb07b1561b4578bf81b041440886202b9b,0.00023883082264062683
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,0.001403721094196366
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,0.019069979338294907
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,0.0002465209642375955
da8691b210adb3f603589e87c62c265a2295913b77f8d1c2,0.00023851369795280591
47e3664e12f3ce7424308681c10ad0c40c5897051242dcce,0.021219182034078122
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,0.0017318664082041767
ed38190adf12fceba3b82db3f176d32d9a9832e918f52c39,0.0002374094837798126
f1c1045b13d183297c9b8704d538fafc335088323bdd8e60,0.0002486029091370656
9c7fa510616a6830968388e1be2a051b12001fab35e6144f,0.00023045279916455525
da8691b210adb3f6261f1246d946c4b8b7c1b6dcfea06fae,0.0002437369416304378
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,0.0009392360834407915
d8071a739aa75a3bd4136293caae5613d39d000535f685cc,0.000703489096495749
f1c1045b13d183290938ee294347c0fcf724327c5c8dca67,0.0003117856236184146
d8071a739aa75a3b2ff7b2fe193ae712c8b123cd30011c0b,0.001451057860278821
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,0.00025790102131636685
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,0.0002410947129990001
755db3b5c5f74eb4cadaf40a4081375e3871db255288dbc0,0.00025087453719986147
516ab81418ed215d5571f596afa1afb758e8c6c88998743e,0.0013797407748383321
f000950527a6feb62669d6a175fe6fdccd1eb4f7ca8e5016,0.00394886587218226
beb4aaaa89e0a0ae61f3daac6434838d1d8a50e67e22dba8,0.00032736076573752114
f000950527a6feb63ebf49a1b9705e684bc7b1af439613af,0.29749591381189644
da8691b210adb3f6bc3ef45f2809e21e0c8f65df20212fb0,0.0002309556715291305
f1c1045b13d183296fd0976b027f3c74004954fd7ff5dcc8,0.00033705761522366854
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,0.008020754419117619
755db3b5c5f74eb4e2e6070160774a438d4a2fdc8d56d846,0.00024293195262521138
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,0.015080076617216094
47645761dc56bb8c1a878c3efe89597f9c2bf9c2828af037,0.00135339351761009
d8071a739aa75a3b1b82e0b15a4620bc9e5e6faf191b3713,0.0016841972172015177
beb4aaaa89e0a0ae28a42374a5eee2c7361888d6338fde89,0.00025892420353911954
e9f7b28ec10e047061790ff5b1dcb733445066113318d9f7,0.7665113576817278
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,0.9746836708194496
d8071a739aa75a3bcf6fb0041ee883243251d30025ab9d45,0.04346241094575958
4a8fc4f3fb4d8a0fd461bca3f4f01108c2210410d5d9eb7c,0.00026162223308724973
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,0.023054754956520974
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,0.015982376334529484
beb4aaaa89e0a0aef099154437772492a5aaf1d0c2af1986,0.00032552134856052046
f000950527a6feb6d71de3382afa0bc5ff87bb65477f698a,0.7907818965732785
f000950527a6feb6d000b7e4a781fb5250c24acc72204cd7,0.8303623113328611
da8691b210adb3f699e691c935b20d7ff4d9427f720d51d6,0.00022929402715425213
d8071a739aa75a3ba9f2e8627eb88e074e4746a932bbc84e,0.7743024773995348
f000950527a6feb65929509d9be855bf75b7337d4465843e,0.7081877205249302
